timestamp,session_id,tg_id,week,group_id,cubes_reactive,cubes_proactive,cubes_operational,cubes_pool,satisfaction,representative,work_life,pss_1,pss_2,pss_3,pss_4,takeaway,comment,time_total,device_type,Фактор дистресса,Фактор совладания,Воспринимаемый стресс
2026-07-12 15:41:26,ca5d42d6c813ad511636edc3c56e69b8,yana_selezneva_coach,1,12НГ%202026q3,0,2,4,0,5,1,0,2,2,2,2,,Сложно ориентироваться по бюджету времени на курс.,109,mobile,4,4,8
2026-07-12 16:23:43,c69571c555f91eee467249f3c0baff57,grigory_sam,1,☀️ Лучики (ДС 2026q3),1,3,1,1,6,2,0,2,3,3,2,"Моя внутренняя обезьянка - это не абстрактная ""мартышка"", это тоже я.
И я стараюсь не для ""обезьянки"", а для себя. 

Поэтому для модели Тима Урбана я разработал свой ""скин"" или ""мод"". Рациональный тип Григорий и его помощник Гришка. Важно портретное сходство со мной, чтобы увидеть в себе обезьянку.","Хорошо работаете, молодцы :)",927,desktop,4,6,6
2026-07-12 16:25:16,94665aec3119302ffab4876f23ddebfb,DarkJewel,1,🌟 Звёздочки (ДС 2026q3),2,0,4,0,7,2,3,3,1,1,4,,Ничего не успеваю. С этим устройством на работу не нашёл времени на ДЗ по джедайским техникам. Успеваю только выживать.,217,mobile,7,2,13
2026-07-12 17:11:16,eafc605f06a510da2819e0828c7e1a5f,dhbdt,1,🌟 Звёздочки (ДС 2026q3),1,3,2,0,6,2,2,1,3,3,1,,,86,mobile,2,6,4
2026-07-12 17:22:09,217d3cc7d8cc2c940d1c45eb0e9949c9,vprgn,1,12НГ%202026q3,1,3,2,0,6,1,2,0,3,3,0,,,75,desktop,0,6,2
2026-07-12 17:22:41,4e25039c1a90bbcf75b6a9d9a1b5c878,tnikotyan,1,💥 Искорки (ДС 2026q3),2,1,3,0,5,1,1,2,2,2,2,,,103,desktop,4,4,8
2026-07-12 18:54:34,9fb99eb3a276bd3e2ac4fb901fa1540d,MishinaAlena,1,12НГ 2026q3,2,3,1,0,6,2,-1,2,3,3,3,Совместные выходы - это классно,"Жалко, что-то спринте нет рабочей тетради как в старте. Или есть, а я не нашла?",413,mobile,5,6,7
2026-07-12 19:05:42,7f28ee183e9daa2edf124f77704bd769,PalaVistas,1,💥%20Искорки%20(ДС%202026q3),1,3,1,1,6,1,-2,4,4,4,4,"Обратила внимание на свои проекты, отодвинув в сторону всё горящее-якобыважное-срочное. Благодаря этому сделала несколько действительно важных лично для меня задачек, которые давно откладывала","На этой неделе не поняла практику про разгрузку памяти крючками. Её цель - в том, чтобы выцепить что-то возможно забытое? Мне она далась тяжело - я выписала ооочень много задач (а я как раз стараюсь наоборот сократить свои списки задач, тк из-за тревожности и требовательности к себе они необъятные), остановилась на половине круга и решила закончить (исписала уже лист А4 к этому моменту и словила фрустрацию и ощущение бессилия)",295,desktop,8,8,8
2026-07-12 19:58:24,b710fed976fca78920ab67764c34d6c5,MaryBurl,1,12НГ 2026q3,1,2,2,1,4,1,1,2,3,2,2,,,96,mobile,4,5,7
2026-07-12 20:05:16,559ba71336edb718fa83009839dac31a,smart_roger,1,🔥 Огоньки (ДС 2026q3),3,1,2,0,3,0,1,2,3,2,2,"Надо отдыхать.
Систематичность важнее количества",,57,desktop,4,5,7
2026-07-12 20:05:27,d6f354c30f250c606ccfd785893ac833,basilmiron,1,☀️%20Лучики%20(ДС%202026q3),1,2,3,0,4,2,-2,2,2,2,2,,"Хотелось бы больше обратной связи и вовлечённости: как от организаторов спринта, так и от участников.",219,mobile,4,4,8
2026-07-12 20:47:45,0831ea8439eddff61f90b78c967b9bfe,am_kiri,1,12НГ 2026q3,2,0,4,0,5,0,0,3,2,2,3,"Поняла, что мне срочно нужен отпуск и попробовала его выбить.",❤️,258,mobile,6,4,10
2026-07-12 21:31:28,167dcb2bc1063df8c9e2cc977f273a30,tamaramayn,1,💥 Искорки (ДС 2026q3),1,1,3,1,3,1,-2,3,2,3,2,"Лучше меньше, но делать хоть что-то, что ведёт к цели или ощущению полноты жизни","Потеряла программу минимум, хотелось бы в боте кнопочку ""программа минимум""",245,mobile,5,5,8
2026-07-12 22:08:06,3607ed8ac9d31e5df7f43577331ddbab,i1024i,1,🌟%20Звёздочки%20(ДС%202026q3),4,1,1,0,4,1,2,2,2,3,3,,,69,mobile,5,5,8
2026-07-12 23:02:19,74540e59a701d089b194a81ee1d32a54,dzimarin,1,12НГ 2026q3,0,0,6,0,3,2,0,3,1,1,3,,,57,mobile,6,2,12
2026-07-12 23:04:02,23cbaec3adf3f493b40a9158750e0c4b,ksemiya,1,12НГ 2026q3,1,3,2,0,7,1,-2,1,4,4,0,"Чтобы хорошо погружаться под воду, нужно хорошее подходящее оборудование.",,285,mobile,1,8,1
2026-07-12 23:11:18,d60ce251b1b35e6357d1691f68c6f12a,vkomiko,1,💥%20Искорки%20(ДС%202026q3),1,3,2,0,5,-1,1,3,2,3,4,"Что к идеям можно тоже заводить задачи на приближение понимания - будешь ли ты это делать или нет.
Про то, что тревожность - это про потерю контроля и его приобретение в каких-то базовых вещах позволяет тебе чувствовать себя лучше",,161,desktop,7,5,10
2026-07-12 23:33:53,9f378aee6d11364988e1c909cfe302fc,MagicUnderHood,1,12НГ 2026q3,2,2,1,1,6,-2,1,3,2,2,2,,,345,desktop,5,4,9
2026-07-12 23:37:54,c4bc086c97bd4e25ee9341abc431f61d,Katrinacarrotss,1,💥 Искорки (ДС 2026q3),2,1,3,0,5,0,1,2,2,2,3,Нужно выделять время на отдых и на подумать,Хорошие практики и большая структурированная база информации 🙏,153,mobile,5,4,9
2026-07-13 07:59:45,8f3523edcf22df66de39c378440daae5,victor_goriunov,1,🌟 Звёздочки (ДС 2026q3),1,2,1,2,5,1,1,1,3,3,1,"Идеи проекты  и задачи:
* главное - вытащить/сформулировать первые шаги чтобы начать
* не всё то задачи, что идеи. Раньше идеи заносил в задачи
* как двигать проект - отщипывать по 1-2 следующих шага в виде задач
* спусковые крючки: задачи в голове уже есть. Лучше вытащить на бумагу",,221,desktop,2,6,4
2026-07-13 08:15:20,cc5a5e46248a3fbcc8fc5ecc4724ac8c,magiya_1c,1,12НГ 2026q3,0,2,4,0,4,0,-3,1,3,2,0,,,179,mobile,1,5,4
2026-07-13 08:51:51,398a28ce65372cf389ac183144beb29f,albaldov,1,12НГ 2026q3,4,0,2,0,3,-3,-3,2,3,1,2,Нет ничего важнее жизни,Нет,117,desktop,4,4,8
2026-07-13 09:00:22,33ec8dc792cf1d904b927d4d39100ca2,ilyafedorchenko,1,🔥%20Огоньки%20(ДС%202026q3),1,2,3,0,5,1,1,3,2,2,2,"Чтобы ремонтировать дом, надо сначала проверить и поправить фундамент.","Отличная методика! Всё 3 столпа задействованы, даёте достаточно времени на восприятие, осмысление и практику",423,mobile,5,4,9
2026-07-13 09:17:18,e63bb3aa16ba605499fe97969c928bcf,Ninanikolavna,1,🌟 Звёздочки (ДС 2026q3),2,2,2,0,5,1,1,2,2,2,2,"Главный инсайт - что можно начать, обозначив пару первых шагов. Личные проекты годами буксовали из-за нехватки мыслетоплива для того, чтобы расписать их полностью. 
Очень нравится holst, сортировка задач и спусковые крючки. Мне важно иметь возможность видеть общую картину, поэтому holst как исходный инструмент для выгрузки, анализа, сортировки и распределения в планировщик - наконец-то то, что нужно!",Спасибо❤️,582,mobile,4,4,8
2026-07-13 09:20:09,ff9bed18a9193168a80dd32ff4bd2ec2,Elena_Sentemova,1,12НГ 2026q3,2,1,1,2,4,0,2,3,2,2,3,Еще есть силы двигаться в том же направлении,,128,desktop,6,4,10
2026-07-13 09:49:12,d14c3d4209e9228d7a5d0c52572e917c,unfreeshooter,1,🔥 Огоньки (ДС 2026q3),2,3,1,0,6,1,0,3,3,2,2,"гораздо проще быть хорошим (мужем, отцом, сотрудником) когда внешние обстоятельства в среднем стабильны.
куда ценнее быть примерно таким же хорошим, когда вокруг задница",,144,desktop,5,5,8
2026-07-13 09:51:14,b0bcfce035737b75c9181e8faccade47,Mur_Roman,1,чат,2,3,1,0,5,3,1,1,3,1,1,"Главное, что даже выполнив свои планы на 100% в денб, итоговая удовлетворенность может зависеть от отношений с близкими. Поругался с женой, но выполнил планы = не факт, что день кайф. А еще когда мало сил, возможно на выходных стоит посылать все дела нах... и просто восстанавливаться","Было бы круто, если бы 12 НГ копил базы примеров, например: Список вариантов отдыха. Так было бы проще открыл список из 100 позиций, выбрал 5 для себя и потестил. Т.к. аудитория осознанная, особенная, сильно выделяется от обычной уличной, короче все плюс минус на одной волне.",670,desktop,2,4,6
2026-07-13 09:52:49,02fd6e4694aed4140672389d3d6acd20,tigrenok_katiel,1,☀️ Лучики (ДС 2026q3),2,3,1,0,6,2,2,1,3,4,1,"Записывать в планировщик мысли как идеи и задачи сразу же, как они возникли в голове, чтобы не носить и не тратить на это энергию. Пока получается",,116,desktop,2,7,3
2026-07-13 10:44:38,94c1187cfd2a9870d42d60d04264cc92,irina_katenina,1,12НГ 2026q3,2,2,2,0,5,0,0,2,3,2,1,,,109,desktop,3,5,6
2026-07-13 10:55:33,8dfcebb80a08242109d03e2ef4e3ce1d,asya_in_motion,0,чат,1,2,3,0,5,1,-2,3,2,2,2,Медитации работают),,133,desktop,5,4,9
2026-07-13 11:25:07,f3b76911f2e859a0a852bc2045124ec3,baikova_f,1,☀️ Лучики (ДС 2026q3),0,1,2,3,5,1,-3,0,3,2,0,Мне над собой еще работать и работать. Надо уходить от безрезультатного накопительства пустых знаний к прочному и постепенному применению их на практике.,🤍🤍🤍,437,mobile,0,5,3
2026-07-13 12:30:31,97faff845a7dfb17327179e7afc9b8f0,alexandrettio_chats,1,12НГ 2026q3,1,1,4,0,5,1,-3,4,1,1,0,Я ещё жива),,130,desktop,4,2,10
2026-07-13 12:44:46,3de7557760160143369ed30329ffb1e4,Vibris,1,12НГ 2026q3,1,3,2,0,6,2,-2,0,4,3,0,Не надо планировать поездки выходного дня на каждые выходные. Мне нужно оставлять себе время насладиться впечатлениями от поездки ДОМА.,,1094,mobile,0,7,1
2026-07-13 12:47:50,cdb43faaa83bbc9d3f60fc267bccf88c,chistyakovyo,1,12НГ 2026q3,1,1,4,0,4,0,0,2,2,2,2,,,33,desktop,4,4,8
2026-07-13 16:04:27,d3115717c3e52fe4baa6fe7879c36102,chillimpostor,1,☀️ Лучики (ДС 2026q3),1,1,3,1,4,-1,-2,3,2,2,3,"Система оценки, базис и корректировка масштаба.
Люди часто обесценивают то, что имеют, считая это само собой разумеющимся.
Я жив и это уже много. Жизнь безусловно наибольшая ценность, без нее все остальное теряет смысл. Она служит базисом, точкой отсчета, от которой идет оценка всего остального.
Оценка идет от базиса вверх, то что есть уже ценно, а не вниз, чего не хватает. Все остальное возможный бонус, каждый слой не само собой разумеющееся, а дополнительная ценность. Базис становится якорем, источником удовлетворения и благодарности.
Когда что-то в моменте захватывает, проблема, тревога, неудача, конфликт, кажется огромным и сверхважным. Возврат к базису позволяет скорректировать масштаб: на фоне того что я жив, насколько это на самом деле значимо?
Не обесценивание, это не важно, а корректировка масштаба. Большинство вещей, которые кажутся критически важными в моменте, на деле оказываются малозначимыми временными обстоятельствами.",,637,desktop,6,4,10
2026-07-13 17:00:17,1f1fa46ecbc35a87e059089690f46d6e,graywrk,1,чат,2,3,1,0,7,3,0,0,3,2,0,,,44,desktop,0,5,3
2026-07-13 21:15:53,28d07ad097414b1fb3620945c533aa9c,sAnastasia,1,12НГ 2026q3,0,0,2,4,2,-3,-2,3,1,0,3,,,51,desktop,6,1,13
2026-07-13 22:12:03,fe045a1cddeb7ba75cd6e52924a39746,tutankhamonych,1,12НГ 2026q3,3,1,2,0,4,-1,1,3,3,2,1,"надо авторизовать все что сделал за неделю - тогда понятно, почему  проекты не делал",,440,desktop,4,5,7
2026-07-13 23:21:49,2c6c7bfc6948197f171e60c8e64e7101,oakimov,1,🌟 Звёздочки (ДС 2026q3),2,1,3,0,5,1,1,2,3,3,1,списки задач для обезьянки,,88,desktop,3,6,5
2026-07-13 23:43:34,6af10c69e7e1bf5c13ba6cbd0912a5bb,elpaev,1,☀️ Лучики (ДС 2026q3),1,2,3,0,6,1,-2,2,3,2,2,,,83,desktop,4,5,7
2026-07-14 06:32:01,92cf6568749d0d43bb2c223964f6d4e3,nkatsurina,1,чат,1,1,4,0,3,0,-1,2,3,2,1,,,187,desktop,3,5,6
2026-07-14 07:58:35,3e29ba8411fe73f0d1d2c7aa8fb0d875,zea_audit,1,12НГ 2026q3,3,2,1,0,5,-1,1,2,2,1,3,"Утренняя прогулка до завтрака и перерыв днём на ""ничего"" сохраняют моё нормальное состояние до  вечера даже в самый загруженный день. Для меня важнее отдохнуть ДО нагрузки, и тогда больше вероятность, что после не придётся ""лечиться""",,625,desktop,5,3,10
2026-07-14 07:59:27,bba519c85d9efbf2bc8f865a42790568,Aezolotarev,1,🌟%20Звёздочки%20(ДС%202026q3),3,1,2,0,5,1,0,2,2,2,2,,,66,mobile,4,4,8
2026-07-14 13:55:48,4d841e95326447953019a5e4ca52eb55,mikhailsavchuk,1,12НГ 2026q3,1,1,2,2,6,1,2,2,3,2,2,Не надо слушать крикливых людей.,,58,desktop,4,5,7
2026-07-14 15:09:57,5e6ddb9533498f6d9dd0aa63f5700edb,kotofos,1,☀️ Лучики (ДС 2026q3),1,2,3,0,4,-1,-3,1,3,3,2,Понял наконец что такое проекты и чем они отличаются от задач,,177,desktop,3,6,5
2026-07-14 16:21:03,61ac6856e23c88380f0b01d8770febcc,mityshumniy,1,🌟%20Звёздочки%20(ДС%202026q3),0,0,0,6,3,-1,3,3,3,3,0,,,66,mobile,3,6,5
2026-07-14 17:36:49,494a363f106b48a27e298515c1db3738,alvlivanov,1,12НГ 2026q3,1,1,4,0,6,-1,-2,2,3,3,0,,,91,desktop,2,6,4
2026-07-14 20:18:10,bfe3ad49b737c1d14b1eff99a86182f4,temp_nick,1,12НГ 2026q3,2,2,2,0,3,-1,-2,2,3,2,1,,,56,desktop,3,5,6
2026-07-15 05:31:05,53bf4d4b3e1fb0544dd3a34ab713b90a,pavlbon,1,12НГ%202026q3,5,0,0,1,1,0,3,3,1,1,2,,,66,mobile,5,2,11
2026-07-15 09:09:10,f70ab644a4a82d9c00e4b17f04a44de5,oNZ7xpXJfrkasyb2enBr,1,🌟 Звёздочки (ДС 2026q3),0,1,2,3,4,1,2,2,3,3,2,,,97,desktop,4,6,6
2026-07-17 10:13:47,d1c9842b20c2331c4e54d303b654cd04,a_a_koles,1,💥%20Искорки%20(ДС%202026q3),1,1,1,3,2,-2,0,1,2,1,3,,,511,mobile,4,3,9
2026-07-19 09:36:52,65f51e248379f68dab622a6a6d583dc0,chistyakovyo,2,12НГ%202026q3,2,2,2,0,4,0,0,2,2,2,2,,,29,mobile,4,4,8
2026-07-19 09:43:06,b99e6fc867390f4c11324d1b386122dc,msartaev,2,12НГ%202026q3,2,1,3,0,3,-2,0,2,2,2,2,,,40,mobile,4,4,8
2026-07-19 09:45:48,5a8ce705f266821c128cd002f88dbbb1,mikulaYkt,2,🔥 Огоньки (ДС 2026q3),2,2,2,0,5,0,2,0,3,3,0,,,74,desktop,0,6,2
2026-07-19 09:48:55,00d45912d84ac6cc94d3e806ee5b7814,lady_ezzick,2,12НГ 2026q3,0,4,2,0,6,0,-2,1,3,3,1,,,91,desktop,2,6,4
2026-07-19 09:57:50,f72e6da8320352376b96d62d9e0f3afb,basilmiron,2,☀️%20Лучики%20(ДС%202026q3),1,3,2,0,6,2,-3,2,2,2,2,,Активностей и обратной связи в точение недели становится всё меньше и меньше. 😞,128,mobile,4,4,8
2026-07-19 10:01:27,b697b2be2788c88f9eae2ce6341200a9,asya_in_motion,2,12НГ 2026q3,2,1,3,0,4,-1,-3,2,1,2,2,,"Сенсорная чувствительность отстой, устаешь от отдыха) медитации рулят :)",217,mobile,4,3,9
2026-07-19 10:08:39,86334f588716175f6a65af0ef30c47c5,ekandria_nova,2,12НГ%202026q3,1,3,2,0,6,1,0,2,3,3,2,"Тренировалась вовремя переключаться с тех задач, по которым все сделала и дальше нужно просто дать событиям развернуться",,124,mobile,4,6,6
2026-07-19 10:10:32,ebf4d4b334b63142ce2fa20edeaaaad6,Olga_zabrodina79,2,🌟 Звёздочки (ДС 2026q3),3,2,1,0,4,1,3,2,3,2,2,"Чтобы что-то менять в своей жизни нужно иметь для этого ресурс, а для меня сейчас это значит высыпаться",,756,mobile,4,5,7
2026-07-19 10:16:21,521ee91b3f6a7912fc4e8bf33c530a38,xamess,2,🌟 Звёздочки (ДС 2026q3),0,2,4,0,3,-1,1,1,3,2,3,Иногда можно проснуться утром уже обезьянкой.,,252,mobile,4,5,7
2026-07-19 10:26:53,252401e0088827d55075a2c345708ec0,moronizzz,2,12НГ 2026q3,0,3,3,0,5,2,-3,0,0,2,0,,,42,desktop,0,2,6
2026-07-19 10:27:45,4a91e7c9f27f9dead0cf22ac9da9ffd1,Vibris,2,12НГ 2026q3,2,2,2,0,6,0,-2,0,4,4,0,,,84,mobile,0,8,0
2026-07-19 10:29:44,30a74e8085d94792601745ceead2a544,MishinaAlena,2,12НГ 2026q3,4,1,1,0,5,-2,2,2,3,3,2,"Всегда иметь план Б. Я никак не научусь брать на работе адекватное количество задач на день. Они все интересные, все хочется. Но выжигают мозг к вечеру.","Никак не пойму, почему мелкая моторика идет в начале? Мы же делаем почти такое же в первой половине страт сессии. Вроде. 
Я мелкую моторику запланировала на середину спринта себе.",428,mobile,4,6,6
2026-07-19 10:33:30,8376849580c251444d2ea8240ee2b9fa,iuliia_mk,2,12НГ 2026q3,0,2,4,0,3,-2,0,3,2,0,3,,,46,mobile,6,2,12
2026-07-19 10:37:01,ec781bb1170632655f697d0cc6ded55e,FixGN,2,12НГ 2026q3,0,3,2,1,3,-1,0,1,3,3,1,,,91,desktop,2,6,4
2026-07-19 10:37:39,f3c78664066d5b623b4283fa2b1c6c3e,VitalyZubentsov,2,12НГ%202026q3,3,2,1,0,6,-1,0,1,3,3,0,,,51,mobile,1,6,3
2026-07-19 10:42:57,fd1a2479baf599845c7a02d2a1f92bc2,Garikos8,1,🔥 Огоньки (ДС 2026q3),0,3,3,0,7,3,-3,0,1,3,2,,,51,mobile,2,4,6
2026-07-19 11:03:28,91363727f1c5f30d02f02ec4bf6b2e92,PolyakovaAR,2,🌟%20Звёздочки%20(ДС%202026q3),0,0,0,6,5,1,0,2,3,1,0,формулировка задач это очень важно,все круто,69,mobile,2,4,6
2026-07-19 11:09:09,5a5071ca79cedb7c42640fdb12cd2835,DmitryRuzanov,2,12НГ 2026q3,1,4,1,0,6,2,0,0,3,3,0,,,93,mobile,0,6,2
2026-07-19 11:19:04,b009139769087c83984b64b8fb3938e4,melancholium15,2,12НГ 2026q3,2,2,2,0,5,1,1,1,3,3,1,"Фундамент мой — это моё тело, и им надо заниматься в первую очередь, поэтому очень клёво я придумала первой зелёной задачей делать тренировку, и потом можно всё остальное, но заниматься физкультурой обязательно и без пропусков.",,270,desktop,2,6,4
2026-07-19 11:41:22,919347354d245bb9ed52b55a73af6d83,timofey_garas,2,💥 Искорки (ДС 2026q3),2,3,1,0,7,2,2,2,3,2,2,Работу с формулировками анализирующих задач. Разницу между идеями и задачами,,110,mobile,4,5,7
2026-07-19 11:42:24,3e3de028c41f75b1db73c60675f1e1d7,vasilev_dm,2,12НГ 2026q3,1,2,3,0,5,2,-3,1,3,3,2,"Прошла первая неделя отпуска с семьей, понимаю что лично мне уже нужен отдых. Снова задумался о том насколько важно уметь отдыхать маленькими отрезами времени, чтобы усталость не накапливалась.",,213,mobile,3,6,5
2026-07-19 11:55:01,edb1ac52898455531614cb88594dc65e,DarkJewel,2,🌟 Звёздочки (ДС 2026q3),2,0,4,0,5,1,3,4,1,0,4,"Пролетела, незаметно. Не успеваю делать домашние задания",,5246,mobile,8,1,15
2026-07-19 12:09:17,b043a9e8b94901bf893b56ed990baede,advertumacj,2,12НГ 2026q3,2,1,3,0,2,1,0,3,2,1,1,жахать мелатонин может быть хорошим костылем,,2487,desktop,4,3,9
2026-07-19 12:37:30,520a2a15646db6203c4a54933de80e38,tnikotyan,2,💥 Искорки (ДС 2026q3),2,2,2,0,5,-1,2,2,3,2,2,,,66,mobile,4,5,7
2026-07-19 12:44:02,b8b86d9094f64f3924389dd0b9a282e6,temp_nick,2,12НГ 2026q3,1,4,1,0,5,1,0,2,2,2,1,"Если я много запланировал, я не сделаю больше.
Я просто буду тревожиться, что не выполнил запланированное.
Мысли о крупных задачах - часто просто мысли. Когда я задумываюсь о долгосроках, висящих надо мной дамокловым мечом, я часто говорю себе ""нелогично браться за какую-то мелочевку, когда не решены крупные проблемы"". В итоге целыми часами по вечерам не делаю ни то, ни то, а залипаю в просмотре видео.","Опрос еженедельный, а шкала - про прошедший месяц:
""В течение прошедшего месяца как часто Вы…""",484,desktop,3,4,7
2026-07-19 12:49:11,c91aa3da73cc925888273fc0876ab745,dhbdt,2,🌟 Звёздочки (ДС 2026q3),0,1,1,4,2,-2,-2,3,3,2,1,,На половине недели заболела :(((,120,mobile,4,5,7
2026-07-19 12:51:51,12de95530b0c17bcf56a0b5457601801,GriDV,2,💥 Искорки (ДС 2026q3),3,1,1,1,5,-1,2,2,3,3,1,,,111,mobile,3,6,5
2026-07-19 12:52:35,0e43b27f7a4a149cc5d461db3ea176d0,Olegkim0,2,☀️ Лучики (ДС 2026q3),2,2,2,0,5,0,2,3,2,2,2,,,52,mobile,5,4,9
2026-07-19 12:54:17,b4a394c13d46b57c4a84cc41180fc206,sersch_serg,2,12НГ 2026q3,3,1,2,0,4,-1,-1,1,3,3,1,,,101,mobile,2,6,4
2026-07-19 12:57:45,c3d39db41fad2e1784548081c8956b87,maximvj,2,12НГ%202026q3,4,1,1,0,4,0,0,2,2,2,2,,,35,desktop,4,4,8
2026-07-19 13:04:18,5e2c7fdb1fb2b2ad2bd9ba667191da28,tem_ar,2,12НГ 2026q3,0,4,2,0,7,3,0,2,3,2,2,,,48,mobile,4,5,7
2026-07-19 13:20:05,181585338f7cfb43026a97931746751a,katerrna,2,12НГ 2026q3,3,1,2,0,3,-1,-1,3,2,2,1,,,159,desktop,4,4,8
2026-07-19 13:54:49,2f92ad420a81270dc8beebc0d7b56ca6,leontevaz,2,12НГ%202026q3,1,3,2,0,7,2,-1,1,2,2,1,,,10489,desktop,2,4,6
2026-07-19 13:54:55,a96cd2a37540a6b0894e2764c47f4e9c,alexandrettio_chats,2,12НГ 2026q3,1,2,3,0,5,2,-2,2,2,3,1,ямолодец работает,,1328,desktop,3,5,6
2026-07-19 14:14:52,6c8c84c414e683f6a07c866829ad3e9e,baikova_f,2,☀️ Лучики (ДС 2026q3),1,2,1,2,4,2,-3,0,4,3,0,"В среду с мужем отправились в дорогу, вечером были на месте, в деревне у родителей мужа. Время здесь идет медленнее, в телефон заглядывать почти не хочется. И не тянет залипать в новостях и комментах. Даже если интернет есть.
А дома почему-то в любой ситуации хочется залезть в телефон, зайти в телеграм, полазить в Озон, и можешь просидеть больше часа за раз. Здесь такого нет, само исчезло.
Телефон, кстати, лежит всегда в другой комнате, но хотя все равно не тянет к нему, когда там нахожусь или готовлюсь там спать. Перед сном и утром в телефоне смотрю только время.",,1362,mobile,0,7,1
2026-07-19 14:30:29,db6c5df57397195a98cc5954e2182305,nabiev80,2,12НГ 2026q3,1,4,1,0,5,1,-1,1,4,4,1,"Сила обратной связи.
Ожидание -реальность",,179,mobile,2,8,2
2026-07-19 14:36:23,8b9b766fc6268c374bd2afb67913ba78,sp190819,1,чат,3,1,2,0,4,1,-2,2,3,3,2,"Утро - наиболее продуктивная часть дня у меня, осталось сместить задачи важные на время до обеда...","Вы - молодцы, большое спасибо за пользу!!!",176,desktop,4,6,6
2026-07-19 14:43:31,22ce3b6cc262d95bc6adf9f5aea25773,tanjahomiakova,2,12НГ%202026q3,1,3,2,0,5,2,-2,2,4,3,2,"Я сходила на практику сложных проектов, потому что у меня было сопротивление на сортировку и протирание полок в шкафах. Но пройдя практику, довольно быстро поняла, что проект не сложный, а длинный и имеется желание все сделать за раз, но это как нельзя начать и закончить вязать свитер за день, так же и протирание с перебиранием. Вот при вязании имеется руководство по вязанию, такая инструкция, где отмечаешь сделанное. Вот и для полок я сделала такую инструкцию и можно отмечать сделанное. Пока я сделала 3 из 40 полок, но мне важен процесс.",,610,mobile,4,7,5
2026-07-19 15:07:22,79d1b64fb785d458f2db9d2e226474c8,MadRedFox,2,12НГ 2026q3,2,1,3,0,7,0,0,2,3,3,1,,,46,desktop,3,6,5
2026-07-19 15:10:25,8346a2afb68452d5df3aadd33d15121a,TaM_tAm_666,2,чат,1,1,2,2,5,1,0,3,3,3,1,,,176,desktop,4,6,6
2026-07-19 16:17:24,4a473c3c5f34f732b7e8b813e7101224,dimisi,2,💥 Искорки (ДС 2026q3),1,3,1,1,5,-1,-1,2,3,2,2,,,109,desktop,4,5,7
2026-07-19 16:45:59,bbe744729a913a7457e96d69cd6938f3,ChasM2,2,12НГ 2026q3,1,2,3,0,7,-1,-1,0,4,3,0,Оказывается если обратить внимание на эмоцию удивление она повсюду),,155,mobile,0,7,1
2026-07-19 16:53:55,5735d9abc3a5be5ca7bca27b0e66591f,vprgn,2,12НГ%202026q3,1,3,2,0,6,1,2,0,3,3,0,,,86,desktop,0,6,2
2026-07-19 17:42:21,b60b437649a87e0ffb9106186c282b9c,oakimov,2,🌟 Звёздочки (ДС 2026q3),2,1,3,0,5,1,-1,2,3,3,1,"Иногда проблема не в том, что кажется изначально",,95,desktop,3,6,5
2026-07-19 18:28:23,d0d740d8dd247c27b2f1d74cb0e7eb63,kiralary,2,☀️%20Лучики%20(ДС%202026q3),2,1,2,1,4,1,0,3,2,2,3,Иногда обстоятельства сильнее нас. И приходится плыть по течению,Большое спасибо за курс! Прохожу с интересом каждый день,1808,mobile,6,4,10
2026-07-19 20:49:45,4e2fb749fa0eb0f710941104fa11ff18,unfreeshooter,2,🔥 Огоньки (ДС 2026q3),2,2,2,0,5,-1,1,3,3,2,2,не все этапы жопы вокруг достигнуты,"спасибо, гораздо сложнее становится уезжать кукушечкой (да и контролируемо, кстати) с Джедайскими практиками",131,desktop,5,5,8
2026-07-19 23:40:00,a631560c335c4f98318fcfbe2b971804,elpaev,2,☀️ Лучики (ДС 2026q3),3,1,2,0,6,1,2,2,2,3,1,,,88,desktop,3,5,6
2026-07-20 04:05:12,1d23aa8360117d3015a5bbb601a33d70,barvarbar,2,12НГ%202026q3,0,3,3,0,4,-3,0,3,2,1,1,"Иногда чтобы получить результат, нужно переделать сопровождение процесса не связанное с результатом",,154,mobile,4,3,9
2026-07-20 06:48:04,8316fc9be12d15b2c136c8d939c6c1bf,pavlbon,2,12НГ%202026q3,3,0,0,3,1,-2,2,4,1,1,4,,,45,mobile,8,2,14
2026-07-20 08:42:35,2b6866641c474f7298410b99509b7bd3,nkatsurina,2,12НГ 2026q3,1,2,3,0,3,0,1,1,3,2,1,,,82,mobile,2,5,5
2026-07-20 09:21:57,79556686f6914ea3d2fc2b6076f6c200,ilyafedorchenko,2,🔥%20Огоньки%20(ДС%202026q3),1,2,3,0,6,2,1,0,4,4,1,"Наконец-то часы перестали меня ругать за неконсистентный и недостаточный сон, а больше хвалить. Я взял цель по внедрению привычки вовремя ложиться.
А вот с задачами, делами и проектами сложнее, начало недели было бодрое, но с середины начались переносы запланированных задач и они стали накапливаться к концу недели. Мне это не понравилось.",,445,mobile,1,8,1
2026-07-20 10:01:39,eb6582ba053afccbb1c5758f5d1af98b,anna_metel87,2,🔥 Огоньки (ДС 2026q3),1,3,2,0,7,2,0,0,4,4,0,,,73,mobile,0,8,0
