Timestamp,Сколько вам лет?,Ваш пол,Идентификатор когорты,"Вспомните предыдущие 2-4 недели, как преимущественно распределялись ваше время и силы между:

 - Срочными задачами (требуют немедленного решения, чтобы избежать негативных последствий)
 - Важными задачами (приближают вас к долгосрочным целям, но при отсрочке не наносят немедленный вред)","Каждый день появляются незапланированные срочные задачи, которые я не могу отложить","Я не могу отвести время на важное, потому что оно полностью занято срочным","Я в большей степени тушу кризисы, чем их предотвращаю","Мне трудно видеть прогресс в важных проектах, потому что до них редко доходит очередь",К концу дня у меня почти нет энергии на важное,"Я чувствую, что мои ресурсы (время и энергия) исчерпываются на срочное",Лежа в постели не пользоваться устройствами с экранами,Две минуты ничего не делать,Разгрузить свою память,Отделять задачи от проектов и идей,"Делать задачи ТОЛЬКО записанные в список (записываем, перед тем, как сделать)","Формулировать задачи ""как для обезьянки""","Поковырять задачи в ""Позже""",Отключать средства коммуникации на время сосредоточенной работы (блоки тишины),Провести утро без смартфона,Выполнить хотя бы одну задачу из списка до проверки почты / чатов / новостей,Я составляю план на день,Сходить на тренировку и позаниматься спортом,Я подвожу итоги дня,Во время работы прятать смартфон от самого себя (не держать его на виду),Я составляю план на неделю,Закрыть ненужные вкладки в браузере,Я смотрю / корректирую свой план на неделю,"Интернет-шаббат: провести день, не прикасаясь к устройствам, способным соединяться с интернетом",Я подвожу итоги недели,Порадовать свою обезьянку,Увидеть дно инбокса,Выполнить задачу из списка до контакта с внешним миром,Соотнести список своих задач со списком своих целей / хотелок,"Выполнить ""зеленую"" задачу","Выполнить ""зеленую"" задачу ДО проверки чатов / почты / новостей и прочего интернета",Пользоваться смартфоном в туалете,Провести N-минут в инкубаторе идей,Посмотреть в свой список задач просто с целью выкинуть оттуда что-то ненужное,Провести 15 минут наедине со своими мыслями,Вести лог дня (дневник),Провести день стесняясь смартфона,Установить фильтр синего (ночной режим или режим чтения) на экранах,Провести ревизию спального места на предмет светового шума,"Установить автоматический (по расписанию) режим ""не беспокоить"" на смартфоне (минимум на 8 часов в день)",Удалить приложения социальных сетей со своего смартфона,Отключить красные кружочки на иконках приложений в смартфоне,Установить плагины и настройки против рекламных баннеров,Отключить оповещения о новых сообщениях в чатах,Отключить оповещения о новых сообщениях в электронной почте,"Отключить push-оповещения от приложений в смартфоне (соцсети, магазины, заправки)",Отключить оповещения на смарт-часах,Настроить автоматическое отмечание входящих писем в электронной почте прочитанными,Как вы работаете с личными и рабочими задачами?,Какие инструменты вы используете для управления списком задач,К какому хронотипу вы себя относите?,На сколько удачливым человеком вы себя считаете?,"Как вы думаете, что сейчас является ограничением вашей продуктивности?",MIJS-2,"В среднем, сколько дней в неделю вы работаете в офисе, а сколько удаленно?"
19/02/2026 13:19:35,29,М,CORP_GRP,Мне с ощутимым избытком хватает сил и времени на всё: и на важное и на срочное,2,1,2,1,4,2,Практически всегда (5+ дней в неделю),Иногда (1-2 раза в неделю),Практически всегда (5+ дней в неделю),Практически всегда (5+ дней в неделю),Часто (3-4 раза в неделю),Практически всегда (5+ дней в неделю),Никогда или крайне редко,Никогда или крайне редко,Иногда (1-2 раза в неделю),,Практически всегда (5+ дней в неделю),Часто (3-4 раза в неделю),Редко (несколько раз в месяц),Никогда или крайне редко,Редко (раз в 1-2 месяца),Редко (несколько раз в месяц),Редко (несколько раз в месяц),Никогда или крайне редко,Редко (раз в 1-2 месяца),Практически всегда (5+ дней в неделю),Редко (несколько раз в месяц),Никогда или крайне редко,Редко (несколько раз в месяц),Практически всегда (5+ дней в неделю),Иногда (1-2 раза в неделю),Практически всегда (5+ дней в неделю),Иногда (1-2 раза в неделю),Редко (несколько раз в месяц),Практически всегда (5+ дней в неделю),Редко (несколько раз в месяц),Никогда или крайне редко,Применил(а) по максимуму,Применил(а) по максимуму,Применил(а) по максимуму,"Применил(а), но не полностью",Не применил(а),Не применил(а),"Применил(а), но не полностью",Применил(а) с небольшими исключениями,"Применил(а), но не полностью",Не применил(а),"Применил(а), но не полностью",Я веду личные и рабочие задачи в одном списке,Электронные + Блокнот,"Сонливый днем тип (Цапля): пик активности утром и вечером, а днем спад",5,"Слишком много хобби и интересов, желание успеть все. Страх больших личных проектов, что закончится неудачей",5,2 дня в неделю - удаленно
19/02/2026 13:20:25,44,М,CORP_GRP_RMND,"Большую часть трачу на срочные дела, но небольшую часть стабильно посвящаю важным",4,2,4,4,5,4,Никогда или крайне редко,Никогда или крайне редко,Иногда (1-2 раза в неделю),Никогда или крайне редко,Никогда или крайне редко,Редко (несколько раз в месяц),Никогда или крайне редко,Иногда (1-2 раза в неделю),Никогда или крайне редко,,Иногда (1-2 раза в неделю),Часто (3-4 раза в неделю),Никогда или крайне редко,Часто (3-4 раза в неделю),Редко (раз в 1-2 месяца),Часто (3-4 раза в неделю),Никогда или крайне редко,Никогда или крайне редко,Никогда или крайне редко,Иногда (1-2 раза в неделю),Редко (несколько раз в месяц),Никогда или крайне редко,Никогда или крайне редко,Никогда или крайне редко,Никогда или крайне редко,Практически всегда (5+ дней в неделю),Никогда или крайне редко,Никогда или крайне редко,Никогда или крайне редко,Редко (несколько раз в месяц),Никогда или крайне редко,"Применил(а), но не полностью",Применил(а) с небольшими исключениями,Применил(а) по максимуму,"Применил(а), но не полностью",Не применил(а),Применил(а) по максимуму,"Применил(а), но не полностью","Применил(а), но не полностью","Применил(а), но не полностью",У меня этого нет,Не применил(а),Я разделяю личные и рабочие задачи в разных списках,Электронные + Блокнот,"Дневной тип (Орел): пик активности - день, утром и вечером - спад",5,Как у всех всегда - отсутствие мотивации,14,Я работаю удаленно (выезд в офис - это исключение)
19/02/2026 13:41:29,34,Ж,CORP_GRP,Я распределяю свои силы и время примерно поровну на важное и на срочное,2,2,2,2,2,2,Практически всегда (5+ дней в неделю),Никогда или крайне редко,Иногда (1-2 раза в неделю),Иногда (1-2 раза в неделю),Редко (несколько раз в месяц),Иногда (1-2 раза в неделю),Иногда (1-2 раза в неделю),Никогда или крайне редко,Никогда или крайне редко,,Никогда или крайне редко,Иногда (1-2 раза в неделю),Никогда или крайне редко,Никогда или крайне редко,Никогда или крайне редко,Практически всегда (5+ дней в неделю),Никогда или крайне редко,Никогда или крайне редко,Никогда или крайне редко,Редко (несколько раз в месяц),Практически всегда (5+ дней в неделю),Никогда или крайне редко,Никогда или крайне редко,Редко (несколько раз в месяц),Никогда или крайне редко,Редко (несколько раз в месяц),Никогда или крайне редко,Редко (несколько раз в месяц),Редко (несколько раз в месяц),Никогда или крайне редко,Никогда или крайне редко,"Применил(а), но не полностью","Применил(а), но не полностью",Не применил(а),Не применил(а),Не применил(а),Не применил(а),Не применил(а),Применил(а) по максимуму,Применил(а) по максимуму,У меня этого нет,Не применил(а),Я разделяю личные и рабочие задачи в разных списках,Электронные (приложение),Вечерний тип (Сова): утром самый низкий уровень активности и плавно разгоняюсь к вечеру,6,,9,2 дня в неделю - удаленно
19/02/2026 13:56:54,46,М,CORP_GRP,"Большую часть я посвящаю важному, на срочные задачи сил и времени уходит не много",3,1,2,1,4,2,Часто (3-4 раза в неделю),Иногда (1-2 раза в неделю),Практически всегда (5+ дней в неделю),Практически всегда (5+ дней в неделю),Редко (несколько раз в месяц),Часто (3-4 раза в неделю),Часто (3-4 раза в неделю),Часто (3-4 раза в неделю),Никогда или крайне редко,,Часто (3-4 раза в неделю),Никогда или крайне редко,Часто (3-4 раза в неделю),Никогда или крайне редко,Никогда или крайне редко,Практически всегда (5+ дней в неделю),Никогда или крайне редко,Никогда или крайне редко,Никогда или крайне редко,Часто (3-4 раза в неделю),Никогда или крайне редко,Часто (3-4 раза в неделю),Иногда (1-2 раза в неделю),Редко (несколько раз в месяц),Редко (несколько раз в месяц),Часто (3-4 раза в неделю),Никогда или крайне редко,Иногда (1-2 раза в неделю),Редко (несколько раз в месяц),Никогда или крайне редко,Никогда или крайне редко,"Применил(а), но не полностью",Применил(а) по максимуму,Применил(а) с небольшими исключениями,Применил(а) по максимуму,Не применил(а),Не применил(а),"Применил(а), но не полностью",Применил(а) с небольшими исключениями,"Применил(а), но не полностью",У меня этого нет,Не применил(а),Я разделяю личные и рабочие задачи в разных списках,Электронные + Блокнот,"Дневной тип (Орел): пик активности - день, утром и вечером - спад",5,Усталость от однотипных задач,6,Я работаю в офисе (удаленная работа - это исключение)
19/02/2026 14:20:30,42,М,CORP_GRP_RMND,Я распределяю свои силы и время примерно поровну на важное и на срочное,3,2,2,3,2,4,Редко (несколько раз в месяц),Иногда (1-2 раза в неделю),Редко (несколько раз в месяц),Иногда (1-2 раза в неделю),Редко (несколько раз в месяц),Иногда (1-2 раза в неделю),Иногда (1-2 раза в неделю),Никогда или крайне редко,Часто (3-4 раза в неделю),,Часто (3-4 раза в неделю),Иногда (1-2 раза в неделю),Часто (3-4 раза в неделю),Никогда или крайне редко,Часто (3-4 раза в месяц),Часто (3-4 раза в неделю),Иногда (1-2 раза в неделю),Редко (несколько раз в месяц),Иногда (1-2 раза в месяц),Часто (3-4 раза в неделю),Часто (3-4 раза в неделю),Редко (несколько раз в месяц),Редко (несколько раз в месяц),Редко (несколько раз в месяц),Редко (несколько раз в месяц),Практически всегда (5+ дней в неделю),Редко (несколько раз в месяц),Редко (несколько раз в месяц),Часто (3-4 раза в неделю),Никогда или крайне редко,Никогда или крайне редко,Применил(а) с небольшими исключениями,Применил(а) с небольшими исключениями,Применил(а) по максимуму,Применил(а) с небольшими исключениями,Не применил(а),Не применил(а),"Применил(а), но не полностью",Не применил(а),"Применил(а), но не полностью","Применил(а), но не полностью",Не применил(а),Я разделяю личные и рабочие задачи в разных списках,Электронные (приложение),"Дневной тип (Орел): пик активности - день, утром и вечером - спад",5,Необходимость спать по ночам :),12,4 день в неделю - удаленно
19/02/2026 14:27:23,43,М,MAX,Я распределяю свои силы и время примерно поровну на важное и на срочное,4,4,4,3,5,4,Никогда или крайне редко,Иногда (1-2 раза в неделю),Редко (несколько раз в месяц),Никогда или крайне редко,Никогда или крайне редко,Никогда или крайне редко,Редко (несколько раз в месяц),Редко (несколько раз в месяц),Никогда или крайне редко,,Никогда или крайне редко,Никогда или крайне редко,Редко (несколько раз в месяц),Часто (3-4 раза в неделю),Никогда или крайне редко,Практически всегда (5+ дней в неделю),Никогда или крайне редко,Никогда или крайне редко,Редко (раз в 1-2 месяца),Иногда (1-2 раза в неделю),Редко (несколько раз в месяц),Редко (несколько раз в месяц),Никогда или крайне редко,Редко (несколько раз в месяц),Никогда или крайне редко,Практически всегда (5+ дней в неделю),Никогда или крайне редко,Редко (несколько раз в месяц),Редко (несколько раз в месяц),Никогда или крайне редко,Никогда или крайне редко,"Применил(а), но не полностью",Применил(а) с небольшими исключениями,"Применил(а), но не полностью","Применил(а), но не полностью",Применил(а) по максимуму,"Применил(а), но не полностью",Применил(а) по максимуму,"Применил(а), но не полностью",Применил(а) с небольшими исключениями,Применил(а) по максимуму,Не применил(а),Я нигде не веду личные задачи (что надо - помню),Электронные + Блокнот,Умеренно-активный тип (Утка): весь день умеренно активный,6,"Правда не знаю, но думаю об этом",14,Я работаю удаленно (выезд в офис - это исключение)
19/02/2026 14:47:51,42,М,CORP_GRP,Мне с ощутимым избытком хватает сил и времени на всё: и на важное и на срочное,2,2,2,1,1,1,Редко (несколько раз в месяц),Иногда (1-2 раза в неделю),Иногда (1-2 раза в неделю),Практически всегда (5+ дней в неделю),Практически всегда (5+ дней в неделю),Практически всегда (5+ дней в неделю),Иногда (1-2 раза в неделю),Практически всегда (5+ дней в неделю),Практически всегда (5+ дней в неделю),,Практически всегда (5+ дней в неделю),Часто (3-4 раза в неделю),Иногда (1-2 раза в неделю),Никогда или крайне редко,Постоянно (каждую неделю),Практически всегда (5+ дней в неделю),Практически всегда (5+ дней в неделю),Редко (несколько раз в месяц),Постоянно (каждую неделю),Часто (3-4 раза в неделю),Иногда (1-2 раза в неделю),Практически всегда (5+ дней в неделю),Иногда (1-2 раза в неделю),Часто (3-4 раза в неделю),Часто (3-4 раза в неделю),Практически всегда (5+ дней в неделю),Редко (несколько раз в месяц),Иногда (1-2 раза в неделю),Часто (3-4 раза в неделю),Никогда или крайне редко,Никогда или крайне редко,Применил(а) по максимуму,Применил(а) по максимуму,Применил(а) по максимуму,Применил(а) с небольшими исключениями,Применил(а) по максимуму,Применил(а) по максимуму,Применил(а) по максимуму,Применил(а) по максимуму,Применил(а) по максимуму,У меня этого нет,Применил(а) по максимуму,Я веду личные и рабочие задачи в одном списке,Электронные (приложение),Утренний тип (Жаворонок): пик активности утром и снижается к вечеру,4,"Сейчас меня больше ограничивают проблемы со здоровьем, а ваше обучение очень помогло и продолжает помогать держаться. Спасибо! ",5,Я работаю удаленно (выезд в офис - это исключение)
19/02/2026 14:57:18,34,М,MAX,"Большую часть трачу на срочные дела, но небольшую часть стабильно посвящаю важным",1,2,1,3,4,3,Никогда или крайне редко,Практически всегда (5+ дней в неделю),Практически всегда (5+ дней в неделю),Редко (несколько раз в месяц),Редко (несколько раз в месяц),Практически всегда (5+ дней в неделю),Редко (несколько раз в месяц),Иногда (1-2 раза в неделю),Никогда или крайне редко,,Практически всегда (5+ дней в неделю),Никогда или крайне редко,Часто (3-4 раза в неделю),Никогда или крайне редко,Часто (3-4 раза в месяц),Практически всегда (5+ дней в неделю),Иногда (1-2 раза в неделю),Никогда или крайне редко,Никогда или крайне редко,Часто (3-4 раза в неделю),Практически всегда (5+ дней в неделю),Иногда (1-2 раза в неделю),Редко (несколько раз в месяц),Никогда или крайне редко,Никогда или крайне редко,Практически всегда (5+ дней в неделю),Иногда (1-2 раза в неделю),Часто (3-4 раза в неделю),Практически всегда (5+ дней в неделю),Никогда или крайне редко,Никогда или крайне редко,Применил(а) по максимуму,"Применил(а), но не полностью",Применил(а) по максимуму,Не применил(а),Применил(а) по максимуму,Применил(а) по максимуму,Применил(а) с небольшими исключениями,Применил(а) по максимуму,Применил(а) с небольшими исключениями,У меня этого нет,Не применил(а),Я веду личные и рабочие задачи в одном списке,Электронные (приложение),"Дневной тип (Орел): пик активности - день, утром и вечером - спад",5,"Внешние факторы, не позволяющие делать ремонт и работать работу в разное время (ограничение по шумным часам)
Недостаток дисциплины и поздний конец основной работы: не всегда могу встать утром, чтобы делать ремонт.",12,Я работаю удаленно (выезд в офис - это исключение)
19/02/2026 15:07:49,32,Ж,CORP_GRP_RMND,"Большую часть трачу на срочные дела, но небольшую часть стабильно посвящаю важным",4,2,4,4,4,5,Никогда или крайне редко,Никогда или крайне редко,Иногда (1-2 раза в неделю),Практически всегда (5+ дней в неделю),Часто (3-4 раза в неделю),Практически всегда (5+ дней в неделю),Редко (несколько раз в месяц),Никогда или крайне редко,Никогда или крайне редко,,Часто (3-4 раза в неделю),Часто (3-4 раза в неделю),Никогда или крайне редко,Никогда или крайне редко,Часто (3-4 раза в месяц),Никогда или крайне редко,Никогда или крайне редко,Никогда или крайне редко,Никогда или крайне редко,Практически всегда (5+ дней в неделю),Редко (несколько раз в месяц),Никогда или крайне редко,Редко (несколько раз в месяц),Редко (несколько раз в месяц),Никогда или крайне редко,Практически всегда (5+ дней в неделю),Никогда или крайне редко,Практически всегда (5+ дней в неделю),Часто (3-4 раза в неделю),Никогда или крайне редко,Никогда или крайне редко,Применил(а) по максимуму,Применил(а) по максимуму,Применил(а) по максимуму,Не применил(а),Применил(а) с небольшими исключениями,Применил(а) по максимуму,Применил(а) с небольшими исключениями,Применил(а) по максимуму,"Применил(а), но не полностью","Применил(а), но не полностью",Не применил(а),Я веду личные и рабочие задачи в одном списке,Электронные (приложение),"Дневной тип (Орел): пик активности - день, утром и вечером - спад",6,,15,Я работаю удаленно (выезд в офис - это исключение)
19/02/2026 15:25:28,36,Ж,MAX,Я распределяю свои силы и время примерно поровну на важное и на срочное,1,2,2,1,2,3,Никогда или крайне редко,Никогда или крайне редко,Редко (несколько раз в месяц),Никогда или крайне редко,Иногда (1-2 раза в неделю),Практически всегда (5+ дней в неделю),Иногда (1-2 раза в неделю),Никогда или крайне редко,Никогда или крайне редко,,Редко (несколько раз в месяц),Иногда (1-2 раза в неделю),Никогда или крайне редко,Никогда или крайне редко,Часто (3-4 раза в месяц),Редко (несколько раз в месяц),Иногда (1-2 раза в неделю),Никогда или крайне редко,Никогда или крайне редко,Никогда или крайне редко,Никогда или крайне редко,Никогда или крайне редко,Редко (несколько раз в месяц),Никогда или крайне редко,Никогда или крайне редко,Практически всегда (5+ дней в неделю),Никогда или крайне редко,Часто (3-4 раза в неделю),Редко (несколько раз в месяц),Никогда или крайне редко,Никогда или крайне редко,Применил(а) по максимуму,Применил(а) с небольшими исключениями,Применил(а) по максимуму,Применил(а) по максимуму,Не применил(а),Применил(а) по максимуму,"Применил(а), но не полностью",Не применил(а),"Применил(а), но не полностью",У меня этого нет,Не применил(а),Я разделяю личные и рабочие задачи в разных списках,Электронные (приложение),"Сонливый днем тип (Цапля): пик активности утром и вечером, а днем спад",7,"Макс, ты крутой! Зови еще в исследования и на занятия!",9,Я работаю в офисе (удаленная работа - это исключение)
19/02/2026 15:35:35,37,М,MAX,"Практически всё уходит на срочные задачи, важному уделяю внимание мало и редко",5,4,5,4,4,4,Практически всегда (5+ дней в неделю),Редко (несколько раз в месяц),Иногда (1-2 раза в неделю),Иногда (1-2 раза в неделю),Иногда (1-2 раза в неделю),Редко (несколько раз в месяц),Редко (несколько раз в месяц),Часто (3-4 раза в неделю),Практически всегда (5+ дней в неделю),,Редко (несколько раз в месяц),Никогда или крайне редко,Редко (несколько раз в месяц),Редко (несколько раз в месяц),Редко (раз в 1-2 месяца),Практически всегда (5+ дней в неделю),Редко (несколько раз в месяц),Никогда или крайне редко,Редко (раз в 1-2 месяца),Никогда или крайне редко,Редко (несколько раз в месяц),Никогда или крайне редко,Никогда или крайне редко,Редко (несколько раз в месяц),Редко (несколько раз в месяц),Никогда или крайне редко,Редко (несколько раз в месяц),Редко (несколько раз в месяц),Никогда или крайне редко,Часто (3-4 раза в неделю),Никогда или крайне редко,Не применил(а),Не применил(а),Не применил(а),Не применил(а),Не применил(а),"Применил(а), но не полностью","Применил(а), но не полностью",Не применил(а),Применил(а) с небольшими исключениями,У меня этого нет,Не применил(а),Я веду личные и рабочие задачи в одном списке,Бумажный блокнот,"Сонливый днем тип (Цапля): пик активности утром и вечером, а днем спад",3,Личные проблемы ,17,Я работаю в офисе (удаленная работа - это исключение)
19/02/2026 16:20:14,45,М,CORP_GRP,Я распределяю свои силы и время примерно поровну на важное и на срочное,3,1,2,2,5,3,Иногда (1-2 раза в неделю),Редко (несколько раз в месяц),Часто (3-4 раза в неделю),Часто (3-4 раза в неделю),Часто (3-4 раза в неделю),Никогда или крайне редко,Никогда или крайне редко,Никогда или крайне редко,Никогда или крайне редко,,Иногда (1-2 раза в неделю),Постоянно (почти каждый день),Редко (несколько раз в месяц),Никогда или крайне редко,Редко (раз в 1-2 месяца),Часто (3-4 раза в неделю),Никогда или крайне редко,Никогда или крайне редко,Никогда или крайне редко,Никогда или крайне редко,Никогда или крайне редко,Часто (3-4 раза в неделю),Никогда или крайне редко,Никогда или крайне редко,Никогда или крайне редко,Практически всегда (5+ дней в неделю),Никогда или крайне редко,Никогда или крайне редко,Редко (несколько раз в месяц),Никогда или крайне редко,Никогда или крайне редко,Применил(а) с небольшими исключениями,"Применил(а), но не полностью",Применил(а) с небольшими исключениями,Не применил(а),Не применил(а),Не применил(а),"Применил(а), но не полностью","Применил(а), но не полностью",Применил(а) с небольшими исключениями,У меня этого нет,Не применил(а),Я веду личные и рабочие задачи в одном списке,Бумажный блокнот,Утренний тип (Жаворонок): пик активности утром и снижается к вечеру,5,Высокий уровень неопределенности,9,Я работаю удаленно (выезд в офис - это исключение)
19/02/2026 16:52:04,37,М,CORP_GRP,"Большую часть я посвящаю важному, на срочные задачи сил и времени уходит не много",4,1,2,1,3,3,Практически всегда (5+ дней в неделю),Часто (3-4 раза в неделю),Практически всегда (5+ дней в неделю),Практически всегда (5+ дней в неделю),Иногда (1-2 раза в неделю),Практически всегда (5+ дней в неделю),Редко (несколько раз в месяц),Редко (несколько раз в месяц),Редко (несколько раз в месяц),,Часто (3-4 раза в неделю),Часто (3-4 раза в неделю),Часто (3-4 раза в неделю),Иногда (1-2 раза в неделю),Часто (3-4 раза в месяц),Практически всегда (5+ дней в неделю),Иногда (1-2 раза в неделю),Редко (несколько раз в месяц),Редко (раз в 1-2 месяца),Иногда (1-2 раза в неделю),Практически всегда (5+ дней в неделю),Никогда или крайне редко,Редко (несколько раз в месяц),Практически всегда (5+ дней в неделю),Никогда или крайне редко,Часто (3-4 раза в неделю),Иногда (1-2 раза в неделю),Редко (несколько раз в месяц),Иногда (1-2 раза в неделю),Часто (3-4 раза в неделю),Никогда или крайне редко,Применил(а) по максимуму,Применил(а) с небольшими исключениями,Применил(а) по максимуму,"Применил(а), но не полностью",Применил(а) с небольшими исключениями,Применил(а) с небольшими исключениями,Применил(а) с небольшими исключениями,Применил(а) по максимуму,Применил(а) по максимуму,Применил(а) с небольшими исключениями,Применил(а) по максимуму,Я веду личные и рабочие задачи в одном списке,Электронные (приложение),"Сонливый днем тип (Цапля): пик активности утром и вечером, а днем спад",5,в личку напишу) Володя Стекольщиков :),7,Я работаю удаленно (выезд в офис - это исключение)
19/02/2026 17:01:01,41,М,MAX,"Большую часть трачу на срочные дела, но небольшую часть стабильно посвящаю важным",5,3,2,2,4,3,Никогда или крайне редко,Никогда или крайне редко,Никогда или крайне редко,Часто (3-4 раза в неделю),Практически всегда (5+ дней в неделю),Часто (3-4 раза в неделю),Редко (несколько раз в месяц),Никогда или крайне редко,Никогда или крайне редко,,Никогда или крайне редко,Никогда или крайне редко,Никогда или крайне редко,Никогда или крайне редко,Никогда или крайне редко,Иногда (1-2 раза в неделю),Никогда или крайне редко,Никогда или крайне редко,Никогда или крайне редко,Никогда или крайне редко,Редко (несколько раз в месяц),Никогда или крайне редко,Никогда или крайне редко,Никогда или крайне редко,Никогда или крайне редко,Практически всегда (5+ дней в неделю),Никогда или крайне редко,Редко (несколько раз в месяц),Никогда или крайне редко,Никогда или крайне редко,Никогда или крайне редко,"Применил(а), но не полностью",Применил(а) с небольшими исключениями,Не применил(а),"Применил(а), но не полностью",Не применил(а),Не применил(а),Применил(а) с небольшими исключениями,Применил(а) с небольшими исключениями,Применил(а) с небольшими исключениями,У меня этого нет,Не применил(а),Я разделяю личные и рабочие задачи в разных списках,Электронные (приложение),"Сонливый днем тип (Цапля): пик активности утром и вечером, а днем спад",5,,12,Я работаю в офисе (удаленная работа - это исключение)
19/02/2026 17:32:45,41,Ж,CORP_GRP_RMND,Я распределяю свои силы и время примерно поровну на важное и на срочное,2,2,2,1,3,2,Никогда или крайне редко,Редко (несколько раз в месяц),Редко (несколько раз в месяц),Часто (3-4 раза в неделю),Иногда (1-2 раза в неделю),Иногда (1-2 раза в неделю),Редко (несколько раз в месяц),Редко (несколько раз в месяц),Иногда (1-2 раза в неделю),,Часто (3-4 раза в неделю),Иногда (1-2 раза в неделю),Редко (несколько раз в месяц),Часто (3-4 раза в неделю),Постоянно (каждую неделю),Часто (3-4 раза в неделю),Практически всегда (5+ дней в неделю),Никогда или крайне редко,Часто (3-4 раза в месяц),Иногда (1-2 раза в неделю),Редко (несколько раз в месяц),Никогда или крайне редко,Иногда (1-2 раза в неделю),Иногда (1-2 раза в неделю),Никогда или крайне редко,Никогда или крайне редко,Редко (несколько раз в месяц),Иногда (1-2 раза в неделю),Иногда (1-2 раза в неделю),Никогда или крайне редко,Никогда или крайне редко,Применил(а) с небольшими исключениями,Применил(а) с небольшими исключениями,Применил(а) с небольшими исключениями,Применил(а) по максимуму,"Применил(а), но не полностью",Не применил(а),Применил(а) с небольшими исключениями,Применил(а) по максимуму,Применил(а) с небольшими исключениями,Применил(а) по максимуму,Не применил(а),Я разделяю личные и рабочие задачи в разных списках,Электронные + Блокнот,Умеренно-активный тип (Утка): весь день умеренно активный,5,Чрезмерная многозадачность ,8,Я работаю в офисе (удаленная работа - это исключение)
19/02/2026 18:09:35,46,М,MAX,"Большую часть трачу на срочные дела, но небольшую часть стабильно посвящаю важным",2,4,4,3,3,4,Практически всегда (5+ дней в неделю),Редко (несколько раз в месяц),Часто (3-4 раза в неделю),Редко (несколько раз в месяц),Иногда (1-2 раза в неделю),Часто (3-4 раза в неделю),Редко (несколько раз в месяц),Никогда или крайне редко,Часто (3-4 раза в неделю),,Редко (несколько раз в месяц),Постоянно (почти каждый день),Никогда или крайне редко,Практически всегда (5+ дней в неделю),Редко (раз в 1-2 месяца),Редко (несколько раз в месяц),Редко (несколько раз в месяц),Редко (несколько раз в месяц),Никогда или крайне редко,Иногда (1-2 раза в неделю),Практически всегда (5+ дней в неделю),Практически всегда (5+ дней в неделю),Никогда или крайне редко,Практически всегда (5+ дней в неделю),Практически всегда (5+ дней в неделю),Никогда или крайне редко,Никогда или крайне редко,Иногда (1-2 раза в неделю),Часто (3-4 раза в неделю),Никогда или крайне редко,Никогда или крайне редко,Применил(а) с небольшими исключениями,Применил(а) с небольшими исключениями,Применил(а) по максимуму,Не применил(а),Применил(а) с небольшими исключениями,Не применил(а),Применил(а) с небольшими исключениями,"Применил(а), но не полностью",Применил(а) по максимуму,"Применил(а), но не полностью",Не применил(а),Я разделяю личные и рабочие задачи в разных списках,Электронные (приложение),"Сонливый днем тип (Цапля): пик активности утром и вечером, а днем спад",5,"Сложность с тем, чтобы начать задачу в очередной день",15,4 день в неделю - удаленно
19/02/2026 18:59:04,41,М,CORP_GRP,Я распределяю свои силы и время примерно поровну на важное и на срочное,5,2,2,3,4,2,Практически всегда (5+ дней в неделю),Практически всегда (5+ дней в неделю),Иногда (1-2 раза в неделю),Редко (несколько раз в месяц),Практически всегда (5+ дней в неделю),Часто (3-4 раза в неделю),Часто (3-4 раза в неделю),Практически всегда (5+ дней в неделю),Практически всегда (5+ дней в неделю),,Практически всегда (5+ дней в неделю),Постоянно (почти каждый день),Практически всегда (5+ дней в неделю),Практически всегда (5+ дней в неделю),Постоянно (каждую неделю),Практически всегда (5+ дней в неделю),Практически всегда (5+ дней в неделю),Редко (несколько раз в месяц),Постоянно (каждую неделю),Практически всегда (5+ дней в неделю),Практически всегда (5+ дней в неделю),Практически всегда (5+ дней в неделю),Часто (3-4 раза в неделю),Редко (несколько раз в месяц),Редко (несколько раз в месяц),Практически всегда (5+ дней в неделю),Редко (несколько раз в месяц),Иногда (1-2 раза в неделю),Практически всегда (5+ дней в неделю),Практически всегда (5+ дней в неделю),Практически всегда (5+ дней в неделю),Применил(а) по максимуму,Применил(а) по максимуму,Применил(а) по максимуму,Применил(а) по максимуму,Применил(а) с небольшими исключениями,Применил(а) по максимуму,Применил(а) с небольшими исключениями,Применил(а) по максимуму,Применил(а) по максимуму,Применил(а) по максимуму,Применил(а) по максимуму,Я веду личные и рабочие задачи в одном списке,Электронные (приложение),"Сонливый днем тип (Цапля): пик активности утром и вечером, а днем спад",7,,10,4 день в неделю - удаленно
